UPC#12,UPC#11,KEHE#,CUST ITEM#,BRAND,ITEM DESC,SIZE,UOM,PACK,CASE PRICE,RETAIL PRICE,CAT1,CAT2,CAT3,CLASS DESC,DIV DESC,DEPARTMENT,ITEM STATUS,CASE LENGTH,CASE WIDTH,CASE HEIGHT,CASE WEIGHT
072058608590,07205860859,108,,ORRINGTON FARMS,ORRINGTON FARMS BASE GRNLR CHKN NAT,6.000,OZ,6,16.380,3.99,Natural Grocery,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,6.25,3.500,2.940
072058608644,07205860864,157,,ORRINGTON FARMS,ORRINGTON FARMS BASE GRNLR LS CHKN NAT,5.000,OZ,6,16.380,3.99,Natural Grocery,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,6.25,3.500,2.520
072058608651,07205860865,165,,ORRINGTON FARMS,ORRINGTON FARMS BASE GRNLR LS BEEF NAT,5.000,OZ,6,16.380,3.99,Natural Grocery,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,ACTIVE,0000009,6.25,3.500,2.520
072058608682,07205860868,193,,ORRINGTON FARMS,ORRINGTON FARMS AU JUS RESTRNT STYL GRNLR,6.000,OZ,6,21.660,5.19,Natural Grocery,SS SOUP CHILI B,BOUILLON,SS SOUP CHILI BROTH STOCK BLLN,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,6.25,3.500,2.880
819573011715,81957301171,948,,HAPPY TOT,HAPPY TOT STAGE4 PEAR RSPBRY BTTRN ORG,4.000,OZ,16,26.720,2.39,Natural Grocery,BABY FOOD,PUREES & MASHES,BABY FOOD,NATURAL GROCERY,100,ACTIVE,0000006,9.56,7.000,4.900
064144080045,06414408004,1004,,WHEATENA,WHEATENA CEREAL WHEATENA,20.00,OZ,12,38.760,4.69,Specialty Groce,HOT CEREAL,HOT CEREAL INSTANT,HOT CEREAL,SPECIALTY GROCERY,100,ACTIVE,0000016,7.50,8.000,17.500
064144080373,06414408037,1005,,MAYPO,MAYPO OATMEAL INST MAPLE,14.00,OZ,12,34.680,4.19,Specialty Groce,HOT CEREAL,HOT CEREAL INSTANT,HOT CEREAL,SPECIALTY GROCERY,100,ACTIVE,0000015,7.50,8.000,12.500
819573011739,81957301173,1022,,HAPPY TOT,HAPPY TOT STAGE4 PEAR BLBRY SPNCH ORG,4.000,OZ,16,26.720,2.39,Natural Grocery,BABY FOOD,PUREES & MASHES,BABY FOOD,NATURAL GROCERY,100,ACTIVE,0000006,9.56,7.000,4.900
011152149585,01115214958,1029,,NISHIKI,NISHIKI RICE BROWN,2.000,LB,12,47.400,5.69,Specialty Groce,BEANS GRAINS RI,MAINSTREAM,BEANS GRAINS RICE,SPECIALTY GROCERY,100,ACTIVE,0000019,13.00,9.000,25.440
055712025711,05571202571,1041,,ALPEN,ALPEN CEREAL MUESLI ORGNL W RAISINS,14.00,OZ,12,55.440,6.69,Natural Grocery,COLD CEREAL,GRANOLA & MUESLI,COLD CEREAL,NATURAL GROCERY,100,ACTIVE,0000012,11.42,8.860,12.020
055712025728,05571202572,1042,,ALPEN,ALPEN CEREAL MUESLI NO SGR,14.00,OZ,12,55.440,6.69,Natural Grocery,COLD CEREAL,GRANOLA & MUESLI,COLD CEREAL,NATURAL GROCERY,100,ACTIVE,0000012,11.42,8.860,12.020
070670004998,07067000499,1069,,REESE,REESE CLAM JUICE,8.000,OZ,6,15.180,3.69,Specialty Groce,SS MEAT POULTRY,SHELLFISH,SS MEAT POULTRY SEAFOOD,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000007,5.20,7.250,6.960
074880020021,07488002002,1129,,S & B,S & B PASTE WASABI TUBE PREM,1.520,OZ,10,21.900,3.19,Specialty Groce,CONDIMENTS DRES,AUTHENTIC,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000016,12.00,6.500,13.000
051381912857,05138191285,1147,,AURA CACIA,AURA CACIA ESS OIL EUCALYPTUS LMN,.500,OZ,1,3.670,5.29,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,ACTIVE,0000006,4.37,3.500,2.640
047997123053,04799712305,1165,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG BLCKND REDFISH,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000003,5.20,5.400,11.040
047997123206,04799712320,1167,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG SEAFOOD,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,7.00,6.000,10.560
047997123350,04799712335,1175,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG BLCKND STEAK,1.800,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,7.00,6.000,10.560
047997123305,04799712330,1177,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG PORK VEAL,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,7.00,6.000,11.040
047997123152,04799712315,1178,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG POULTRY,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,7.00,6.000,11.040
047997123251,04799712325,1180,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG VEGETABLE,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,7.00,6.000,10.560
070444912085,07044491208,1193,,MRS STEWARTS,MRS STEWARTS MRS. STEWARTS BLUING,8.000,OZ,12,25.200,3.89,General Merchan,CLEANING PRODUC,LIQUID LAUNDRY PRODU,CLEANING PRODUCTS,GENERAL MERCHANDISE,100,ACTIVE,0000010,6.40,7.100,8.040
027443360034,02744336003,1199,,NO SALT SALT AL,NO SALT SALT ALTERNATIVE SALT ALTERNATIVE,11.00,OZ,12,69.720,8.39,Specialty Groce,SPICES SEASONIN,SALT,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000010,7.75,6.000,9.720
072155000051,07215500005,1210,,PICKAPEPPA,PICKAPEPPA SAUCE ORIGINAL,5.000,OZ,6,22.500,5.39,Specialty Groce,CONDIMENTS DRES,HOT SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000006,3.94,7.170,4.430
071137012099,07113701209,1211,,HOMADE,HOMADE SAUCE CHILI,12.00,OZ,12,37.560,4.49,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000014,11.00,4.500,14.000
020662000132,02066200013,1233,,NEWMANS OWN,NEWMANS OWN POPCORN MICROWAVE REG,10.50,OZ,12,33.840,4.09,Natural Grocery,CHIPS & PRETZEL,MICROWAVE/UNPOPPED P,CHIPS & PRETZELS,NATURAL GROCERY,100,ACTIVE,0000013,7.80,9.800,10.560
076406021802,07640602180,1248,,JUMEX,JUMEX NECTAR MANGO,11.30,OZ,24,21.360,1.29,Specialty Groce,AUTHENTIC MEXIC,SINGLE TYPE JUICE,SINGLE TYPE JUICE,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000016,10.63,4.630,19.800
041351517434,04135151743,1272,,TONES,TONES CINNAMON GRND,.700,OZ,6,8.340,1.99,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000009,39.00,2.000,23.040
041351517557,04135151755,1290,,TONES,TONES CREAM OF TARTAR,1.100,OZ,6,8.340,1.99,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000009,39.00,2.000,14.400
047997123107,04799712310,1323,,MAGIC SEASONING,MAGIC SEASONING BLENDS SSNNG MEAT,2.000,OZ,6,16.260,3.89,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,7.00,6.000,10.800
070871002007,07087100200,1363,,RAYS,RAYS CHILI ORGNL BEAN,15.00,OZ,12,45.240,5.39,Specialty Groce,SS SOUP CHILI B,CHILI,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000011,9.25,4.680,13.500
051614520507,05161452050,1377,,ALBERTOS,ALBERTOS NOODLE EGG MEDIUM,16.00,OZ,6,22.620,5.39,SPECIALTY GROCE,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000014,9.50,8.500,6.500
051614520514,05161452051,1378,,ALBERTOS,ALBERTOS NOODLE EGG WIDE,16.00,OZ,6,22.620,5.39,SPECIALTY GROCE,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000014,9.50,8.500,6.500
041570015902,04157001590,1380,,BLUE DIAMOND,BLUE DIAMOND ALMOND SMK TINS,6.000,OZ,12,44.040,5.29,Natural Grocery,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,NATURAL GROCERY,100,ACTIVE,0000014,10.50,2.750,6.000
041570003831,04157000383,1463,,BLUE DIAMOND,BLUE DIAMOND ALMOND WH NATL TN,6.000,OZ,12,44.040,5.29,Natural Grocery,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,NATURAL GROCERY,100,ACTIVE,0000014,10.50,2.750,6.000
041570029701,04157002970,1464,,BLUE DIAMOND,BLUE DIAMOND ALMOND RST SALT TINS,6.000,OZ,12,44.040,5.29,Natural Grocery,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,NATURAL GROCERY,100,ACTIVE,0000008,11.00,2.000,5.880
041351517588,04135151758,1476,,TONES,TONES SSNNG GRND CUMIN,.600,OZ,6,8.340,1.99,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000001,25.00,2.000,23.040
011152025391,01115202539,1484,,DYNASTY,DYNASTY MUSTARD VERY HOT,4.000,OZ,12,28.200,3.39,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,6.75,4.750,6.480
041351517670,04135151767,1485,,TONES,TONES DILLWEED,.250,OZ,6,8.340,1.99,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000009,36.00,2.000,5.760
074880060034,07488006003,1495,,S & B,S & B MUSTARD PWDR ORIENTAL HOT,3.000,OZ,12,40.200,4.79,Specialty Groce,SPICES SEASONIN,AUTHENTIC,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000016,16.25,7.000,23.040
074880060027,07488006002,1498,,S & B,S & B CURRY PWDR ORIENTAL,3.000,OZ,6,24.000,5.79,Specialty Groce,SPICES SEASONIN,AUTHENTIC,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000016,16.25,7.000,23.040
011152096308,01115209630,1514,,DYNASTY,DYNASTY SAUCE PLUM,7.000,OZ,6,19.800,4.79,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,6.75,4.500,9.960
051381911355,05138191135,1544,,AURA CACIA,AURA CACIA ESS OIL SAGE,.500,OZ,1,5.280,7.59,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,ACTIVE,0000006,4.50,3.250,3.360
070670009351,07067000935,1555,,REESE,REESE ASPARAGUS WHITE GLASS,11.60,OZ,6,29.520,7.09,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,7.48,7.480,16.400
051381911058,05138191105,1568,,AURA CACIA,AURA CACIA ESS OIL BERGAMOT,.500,OZ,1,8.420,12.09,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000006,4.37,3.500,2.640
041653456783,04165345678,1578,,UNCLE SAM,UNCLE SAM CEREAL ORIGINAL,10.00,OZ,12,44.160,5.29,Natural Grocery,COLD CEREAL,ADULT & FAMILY CEREA,COLD CEREAL,NATURAL GROCERY,100,ACTIVE,0000012,11.42,8.860,9.610
041570072561,04157007256,1607,,BLUE DIAMOND,BLUE DIAMOND ALMOND HONEY ROASTED,6.000,OZ,12,44.040,5.29,Natural Grocery,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000014,10.50,3.000,5.880
051381911836,05138191183,1644,,AURA CACIA,AURA CACIA ESS OIL EUCALYPTUS,2.000,OZ,1,11.280,16.19,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000007,6.00,4.500,2.880
051381911843,05138191184,1645,,AURA CACIA,AURA CACIA ESS OIL LAVENDER,2.000,OZ,1,23.430,33.49,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,ACTIVE,0000008,6.00,5.000,2.880
051381911898,05138191189,1646,,AURA CACIA,AURA CACIA ESS OIL PPPRMNT,2.000,OZ,1,15.780,22.59,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,ACTIVE,0000006,5.25,4.670,3.000
051381911928,05138191192,1647,,AURA CACIA,AURA CACIA ESS OIL TTREE,2.000,OZ,1,15.780,22.59,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,ACTIVE,0000006,4.50,4.250,3.000
051381911195,05138191119,1661,,AURA CACIA,AURA CACIA ESS OIL FRANKINCENSE,.500,OZ,1,14.110,20.19,Health Body Car,AROMATHERAPY BO,ESSENTIAL OILS,AROMATHERAPY BODY OILS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000004,3.30,3.200,1.200
030000201237,03000020123,1766,,MOTHERS,MOTHERS CEREAL HOT OAT BRAN,16.00,OZ,6,15.180,3.69,Specialty Groce,HOT CEREAL,HOT CEREAL INSTANT,HOT CEREAL,SPECIALTY GROCERY,100,ACTIVE,0000015,13.06,10.310,14.040
030000216422,03000021642,1769,,MOTHERS,MOTHERS CEREAL BARLEY QUICK,11.00,OZ,12,15.960,1.99,Specialty Groce,HOT CEREAL,HOT CEREAL INSTANT,HOT CEREAL,SPECIALTY GROCERY,100,ACTIVE,0000013,6.56,7.680,9.600
048001703063,04800170306,1833,,KNORR,KNORR MIX SCE CLSC BEARNAISE,.900,OZ,12,13.800,1.69,Specialty Groce,SPICES SEASONIN,GRAVY FOIL MIXES,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,6.81,4.690,1.830
070351180225,07035118022,1978,,KENTUCKY KERNAL,KENTUCKY KERNAL FLOUR SEASONED,22.00,OZ,6,24.360,5.89,Specialty Groce,BAKING INGREDIE,FLOUR - OTHER,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000007,12.75,9.000,18.960
070351180126,07035118012,1980,,KENTUCKY KERNAL,KENTUCKY KERNAL FLOUR SEASONED,10.00,OZ,12,27.480,3.29,SPECIALTY GROCE,BAKING INGREDIE,FLOUR - OTHER,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,10.75,7.870,9.000
041351517823,04135151782,2095,,TONES,TONES SSNNG GRND GINGER,.550,OZ,6,8.340,1.99,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000009,39.00,2.000,23.040
071105000011,07110500001,2116,,AK MAK,AK MAK CRACKER WHLWHT 100% SESAME,4.150,OZ,12,28.560,3.49,Natural Grocery,CRACKERS CRISPB,CRISPBREADS WAFERS &,CRACKERS & CRISPBREADS,NATURAL GROCERY,100,ACTIVE,0000016,11.50,5.000,4.200
070670001317,07067000131,2124,,REESE,REESE CROUTON CHDR CHS,6.000,OZ,12,24.720,2.99,Specialty Groce,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000018,7.63,8.940,5.550
070670001324,07067000132,2125,,REESE,REESE CROUTON CAESAR SALAD,6.000,OZ,12,24.720,2.99,SPECIALTY GROCE,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000018,7.63,8.940,5.550
070670001331,07067000133,2126,,REESE,REESE CROUTON SSND,6.000,OZ,12,24.720,2.99,Specialty Groce,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000018,7.63,8.940,5.550
070670001348,07067000134,2127,,REESE,REESE CROUTON ONION & GARLIC,6.000,OZ,12,24.720,2.99,Specialty Groce,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000018,7.63,8.940,5.550
667803000707,66780300070,2143,,COLMANS,COLMANS MUSTARD DRY,2.000,OZ,12,39.480,4.79,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000018,8.82,10.470,30.240
667803000752,66780300075,2144,,COLMANS,COLMANS MUSTARD DRY,4.000,OZ,12,64.800,7.79,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,66.00,4.750,56.000
033617322616,03361732261,2187,,WASA,WASA CRISPBREAD RYE LITE,9.500,OZ,12,34.440,4.19,Natural Grocery,CRACKERS CRISPB,CRISPBREADS WAFERS &,CRACKERS & CRISPBREADS,NATURAL GROCERY,100,ACTIVE,0000015,14.00,4.500,8.160
033617340610,03361734061,2190,,WASA,WASA CRISPBREAD RYE SOUDOUGH,9.700,OZ,12,34.440,4.19,Natural Grocery,CRACKERS CRISPB,CRISPBREADS WAFERS &,CRACKERS & CRISPBREADS,NATURAL GROCERY,100,ACTIVE,0000015,14.25,5.000,8.040
041756080106,04175608010,2366,,SACO,SACO COCOA BAKING PREM,10.00,OZ,12,44.640,5.39,Specialty Groce,BAKING INGREDIE,COCOA POWDER BUTTER,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000013,8.87,10.250,9.000
041390011108,04139001110,2394,,KIKKOMAN,KIKKOMAN GLAZE TERIYAKI BASTE,12.00,OZ,12,35.280,4.29,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,7.63,7.630,14.210
071072013618,07107201361,2405,,VIGO,VIGO BREADCRUMB ITAL,16.00,OZ,12,25.200,3.09,Specialty Groce,SPICES SEASONIN,BREAD CRUMBS STUFFIN,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000016,12.50,6.500,15.500
073960016428,07396001642,2409,,WIN SCHULER,WIN SCHULER CHIP SNCK RYE NTRL,7.000,OZ,12,35.040,4.19,Specialty Groce,CRACKERS CRISPB,DELI CHIPS SNACKS,CRACKERS CRISPBREADS CHIPS,SPECIALTY GROCERY,100,ACTIVE,0000018,9.44,8.380,7.800
073960016404,07396001640,2413,,WIN SCHULER,WIN SCHULER CHIP SNCK GARLIC,7.000,OZ,12,35.040,4.19,Specialty Groce,CRACKERS CRISPB,DELI CHIPS SNACKS,CRACKERS CRISPBREADS CHIPS,SPECIALTY GROCERY,100,ACTIVE,0000018,9.44,8.380,7.600
070670006763,07067000676,2495,,REESE,REESE CAPER CAPOTE,3.500,OZ,12,18.960,2.29,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.00,5.000,6.480
070670000013,07067000001,2502,,REESE,REESE CAPER NONPAREIL,3.500,OZ,12,24.480,2.99,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.00,5.000,6.600
070670000587,07067000058,2508,,TY LING,TY LING COOKIE FORTUNE,3.500,OZ,12,30.240,3.69,Specialty Groce,COOKIES DESSERT,MAINSTREAM,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000014,11.00,7.750,4.320
075820000004,07582000000,2513,,SPIKE,SPIKE SSNNG MAGIC ORIGINAL,3.000,OZ,6,13.380,3.19,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000012,8.25,5.000,12.000
075820000028,07582000002,2514,,SPIKE,SPIKE SSNNG MAGIC VEGIT,2.000,OZ,6,13.440,3.29,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000005,3.75,4.500,10.560
041642001499,04164200149,2576,,SOLO,SOLO PASTE ALMOND,8.000,OZ,12,52.080,6.29,Specialty Groce,BAKING INGREDIE,PASTE EXTRACTS,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,8.06,3.750,6.880
072591001506,07259100150,2586,,LOG HOUSE,LOG HOUSE CANDIQUICK COATING VANI,16.00,OZ,8,30.400,5.49,Specialty Groce,BAKING INGREDIE,CHOC MLTNG CHP CHNK,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000010,6.00,9.250,9.550
072591001582,07259100158,2587,,LOG HOUSE,LOG HOUSE CANDIQUICK COATING CHOC,16.00,OZ,8,30.400,5.49,Specialty Groce,BAKING INGREDIE,CHOC MLTNG CHP CHNK,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000010,6.00,9.250,9.550
041196020168,04119602016,2782,,PROGRESSO,PROGRESSO BEAN CHICK PEAS,15.00,OZ,24,34.560,2.09,Specialty Groce,SS FRUIT & VEG,CANNED BEANS,SS FRUIT & VEG,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,9.25,9.250,27.500
070670009634,07067000963,2805,,REESE,REESE ARTICHOKE HRTS MRNTD,12.00,OZ,12,30.840,3.69,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000012,9.00,5.500,14.520
070670004745,07067000474,2817,,TY LING,TY LING SAUCE OYSTER,8.000,OZ,6,17.820,4.29,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.00,5.750,11.040
070670000785,07067000078,2859,,REESE,REESE OLIVE STFD MANZ PIMNTO PL,7.500,OZ,12,69.240,8.29,SPECIALTY GROCE,OLIVES PICKLES,OLIVES,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,8.75,6.250,19.540
070670004189,07067000418,2862,,REESE,REESE OLIVE STFD ALMND,3.000,OZ,12,61.320,7.39,SPECIALTY GROCE,OLIVES PICKLES,OLIVES,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.60,6.100,7.680
073060809296,07306080929,2878,,MR MUSTARD,MR MUSTARD MUSTARD,7.500,OZ,6,10.200,2.49,Specialty Groce,CONDIMENTS DRES,MUSTARD,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.31,4.690,5.000
070670005384,07067000538,2880,,REESE,REESE ARTICHOKE HRTS 10-12,14.00,OZ,12,36.000,4.29,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000012,9.50,5.500,13.250
070670000631,07067000063,2881,,REESE,REESE WATERCHESTNUT SLCD,8.000,OZ,24,31.920,1.99,SPECIALTY GROCE,SS FRUIT & VEG,MAINSTREAM,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000013,10.50,5.000,15.120
070670000495,07067000049,2886,,REESE,REESE WATERCHESTNUT WHL,8.000,OZ,24,31.920,1.99,SPECIALTY GROCE,SS FRUIT & VEG,MAINSTREAM,SS FRUIT & VEG,SPECIALTY GROCERY,100,ACTIVE,0000013,10.50,4.500,15.310
070670600022,07067060002,2892,,REESE,REESE SAUCE HORSERADISH,7.500,OZ,6,19.620,4.69,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,7.30,5.500,11.520
070670003656,07067000365,2897,,LONDON PUB,LONDON PUB SAUCE STEAK & CHOP,10.00,OZ,12,27.840,3.39,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000006,8.75,8.620,15.000
075822810038,07582281003,2904,,CLASSIQUE FARE,CLASSIQUE FARE MIX WAFFLE BELGIAN,16.00,OZ,6,17.820,4.29,Specialty Groce,PANCAKE WAFFLE,PANCAKES & WAFFLE MI,PANCAKE WAFFLE BREAKFAST,SPECIALTY GROCERY,100,ACTIVE,0000011,7.00,8.250,7.260
070670004882,07067000488,2908,,REESE,REESE HORSERADISH PREPARED,6.500,OZ,12,35.520,4.29,Specialty Groce,CONDIMENTS DRES,MAYONNAISE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,7.00,4.880,9.960
070670003366,07067000336,2918,,TY LING,TY LING SAUCE HOISIN,9.000,OZ,6,17.820,4.29,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000004,7.40,5.500,11.400
070670008033,07067000803,2921,,REESE,REESE WINE COOKING WHITE,12.70,FO,6,16.080,3.89,Specialty Groce,VINEGAR COOKING,VINEGARS NON BALSAMI,VINEGAR COOKING WINES,SPECIALTY GROCERY,100,ACTIVE,0000008,7.50,8.220,9.840
